timestamp,posX,posY,posZ,velX,velY,velZ,accX,accY,accZ,gyroX,gyroY,gyroZ,yaw,pitch,roll,quatX,quatY,quatZ,quatW
11765,0,0,0,0,0,0,9.332932,-0.5028003,-1.096583,15.375,-2.25,-1.125,0,0,0,0,0,0,1
11778,0,0,0,0,0,0,9.332932,-0.5458975,-1.144469,15.5,-2,0.5,0,0,0,0,0,0,1
11791,0,0,0,0,0,0,9.376028,-0.4980117,-1.110949,22.375,-2.125,1,0,0,0,0,0,0,1
11803,0,0,0,0,0,0,9.423914,-0.4884346,-1.048698,32,-2.375,0.875,0,0,0,0,0,0,1
11815,0,0,0,0,0,0,9.376028,-0.4597031,-0.967292,34.5,-2.125,1.875,0,0,0,0,0,0,1
11828,0,0,0,0,0,0,9.275469,-0.3830859,-0.8906748,29.75,-1.125,3.75,0,0,0,0,0,0,1
11840,0,0,0,0,0,0,9.227583,-0.3543545,-0.8667319,21.75,0,5.875,0,0,0,0,0,0,1
11853,0,0,0,0,0,0,9.198852,-0.3495659,-0.8523662,14.25,0.375,6.625,0,0,0,0,0,0,1
11866,0,0,0,0,0,0,9.179697,-0.2202744,-0.7805376,18,-0.5,5.125,0,0,0,0,0,0,1
11879,0,0,0,0,0,0,9.179697,-0.1771773,-0.7134976,30.875,-1.75,2.375,0,0,0,0,0,0,1
11891,0,0,0,0,0,0,9.155754,-0.2681602,-0.7182862,38.5,-2.5,0.25,0,0,0,0,0,0,1
11903,0,0,0,0,0,0,9.165331,-0.3112573,-0.7326519,35.25,-1.75,-0.5,0,0,0,0,0,0,1
11916,0,0,0,0,0,0,9.218005,-0.2681602,-0.7470176,28.75,-0.125,-0.5,0,0,0,0,0,0,1
11928,0,0,0,0,0,0,9.294622,-0.2537944,-0.742229,24.25,1.625,-1.375,0,0,0,0,0,0,1
11941,0,0,0,0,0,0,9.352086,-0.2202744,-0.7518061,22.5,2.875,-2.75,0,0,0,0,0,0,1
